"83","humu","Humuhumunukunukuapua'a","Marc Brownstein","A bird is flying over with a message for his love.
The life they lead will grow indeed. 
But no bird is a dove.
He sat her down and told her, what was on his mind that day. 
Flying south was good enough. 
In fact he'd like to stay.

Paradise was waiting and he knew they had to go.
He'd hope that she come with him. 
And he'd hope they take it slow.
In a flash they packed a bag, and left their home behind.
They spread their wings and caught a breeze, 
And set out for the islands.

Humuhumunukunukuapua'a in front of me,
And you can see that I believe
That I have set us free.

Two birds are flying over, with the ocean down below.
Another world beneath them 
Was a world she'd like to show.
When they arrived he noticed other birds were diving fast.
He made a note and flapped his wings 
And other birds they passed.

He wondered why they're diving in an ordinary bay.
But he knew this wasn't diving in an ordinary way.
He took a breath and dipped his nose and headed for the sea.
What he did not know was that this dive would set him free.

Humuhumunukunukuapua'a in front of me,
And you can see that I believe
That I have set us free.",,,"0"
"84","hurricane","Like A Hurricane","Neil Young",,,,"1"
"85","idafith","Ida Fith","Jon Gutwillig",,,,"0"
"86","iman","I-Man","Jon Gutwillig","Well I'm lost without I-Man
Without my gun in my hand
My ladybug don't understand how I've tried

But I've got time on my side
And now my heart, all filled with pride
Many days to realize my final plan

All I need my arms to provide
Make my coccoon to bask inside
My ladybug is on the rise with another man

So I got my gun in my hand
And I feel its time to take my stand
All love aside, I'm denied a second time

Over it goes, I'm breakin through
I got my gun in my hand
I-Man's out and on the loose
Now that it's time to take my stand

Now I'm only doing what I can
When everyday I kiss her hand
My ladybug sent her new man to his demise

Now it's aglow inside her eyes
Like a summer sunset on the tides
My ladybug, believes inside, she's got her man

Over it goes, I'm breakin through
I got my gun in my hand
I-Man's out and on the loose
Now that it's time to take my stand","Transcribed by Rob Gibbs
Middle section transcribed by Evan Leon

These are chords that differ from basic major/minor formations that
everyone knows
 
         D/F#        A(II)        B7     Bm7
e--------2--------------0---------------------2-----
b--------3--------------5---------------------3-----
g--------2--------------6-----------2---------2-----
d--------0--------------7-----------1---------4-----
a--------0--------------0-----------2---------2-----
E--------2------------------------------------2-----

Listen to CD for strum patterns and timing - too lengthy to try and 
transcribe everything

 Intro:  E      G      D/F#

 E                          G     D/F#
Well I'm lost without I-----Man
E                           G     D/F#
Without my gun in my    hand
E         C   A          D              E       G   D/F#
My lady   bug don't understand how I've tried

(Chords are same for all verses as above)

But I've got time on my side
And now my heart, all filled with pride
Many days to realize my final plan

All I need my arms to provide
Make my coccoon to bask inside
My ladybug is on the rise with another man

So I got my gun in my hand
And I feel its time to take my stand
On the other side, undenied a second time

Chorus:     A    A(II)    D    G
A    A(II)       D       G            A                   A(II)    
                         Old brick walls, I'm breakin through
D              G      A              A(II)
I got my gun in my hand
D           G                       A             A(II)
I-Man's out and on the loose
D                    G                 A             A(II)
Now that it's time to take my stand

Bm7    A      B7    E (this E is actually the first chord 
in the verse progression)

E                      G    D/F#
I'm only doing what I     can
And everyday I kiss her hand
My ladybug sent her new man to his demise

That winter glow inside her eyes
Like a summer sunset on the tide
My ladybug, when he's inside, she's got her man

Old brick walls, I'm breakin through
I got my gun in my hand
I-Man's out and on the loose
Now that it's time to take my stand


MIDDLE SECTION 

(7/9 means slide from fret 7 to 9, 12p10 means pull-off 12 to 10, 
10h12 means hammer-on 10 to 12)

e    5  5         9  9         7  7         5  5         5
b   5            5            5            5            8   8
g  6      6     6      6     6      6     6      6     6      6
d 7         7  7         7  7         7  7         7  7         7
a(0)          (0)          (0)                       (0)

e 5       5 5  5 5 5     3  3  1  7  5  3  1      5 5     7/9
b     8   5 5  5 5 5     3  3  1  3  3  3  1     5
g         6 6  6 6 6     4  4  2  4  4  4  2    6     6
d   7   7 7 7  7 7 7     5  5  3  5  5  5  3   7        7

Repeat that whole section once, then:

                                                    *
e  9h10h12  12 12p10p9     10 10p9p7      8 8p7p5     9 9 9
b                      12            10            5
g
d

Then repeat that line up to the *, and add at the end:

e 
b 5
g   6 6 6
d         7 7 7

Repeat this entire section, then this goes right into the jam.",,"0"
"87","imarch","The Imperial March","John Williams",,,,"1"
"88","indy","Indiana Jones Theme",,,,,"1"
"89","izzo","Izzo (H.O.V.A.) Jam",,,,,"2"
"90","jam","Jam",,,,,"2"
"91","jamillia","Jamillia","Marc Brownstein","Jamillia knew that from the start it wasn't going to work
the call you're waiting for but never comes drives me berserk
and little Jam slips around to shuffle near to Kirk
he smiles when he sees her and she returns the smirk

Jamillia I wanna feel ya up
and lift your skirt right over your head
other guys they wanna steal ya
but in the end you'll sleep in my bed

Jamillia I wanna feel ya up
and lift your skirt right over your head
other guys they wanna steal ya

the time it __________ and with it subtle pain
and dripping as the tears seemed the same as falling rain
a storming silent passion but cerebral not to tame
her entertaining what the masses want for all it's just the same

Jamillia I wanna feel ya up
and lift your skirt right over your head
other guys they wanna steal ya
but in the end you'll sleep in my bed

Jamillia I wanna feel ya up
and lift your skirt right over your head
other guys they wanna steal ya

it fades away too soon and in just a couple days
my _________ freely lifts up in all its many ways
for years pass, now I know I made a big mistake
your eyes can illustrate in one look a simple craze

but though we can't reconcile what is past
you know my deepest thoughts but in the shallow end you cast
and though my thoughts are with you in an ordinary frame
my mind's a dirty thing and will forget just the same

Jamillia I wanna feel ya up
and lift your skirt right over your head
other guys they wanna steal ya
but in the end you'll sleep in my bed

Jamillia I wanna feel ya up
and lift your skirt right over your head
other guys they wanna steal ya","Transcribed by Eric Zeiler (moedat@aol.com)

Verse:C F (Bb Am G C)C F (Bb Eb D G)C F (Bb Am G C)C F (Bb Eb D C)

Chorus:F Bb Eb (G# G F#) (3x)F Bb Eb

Jam:C F G Em, Em Dm, Dm, C

You should be able to figure it out with this structure.  ",,"0"
"92","jigsaw","Jigsaw Earth","Jon Gutwillig","Once the patient breathes
You slide into the world
The womb you have to leave
To be a boy or girl

When the man steals your nature with his watch
All in time a bit of peace, in time the chaos stops
Yellin' but you just can't find the words
Gaia, still loves all the pieces, of her jigsaw earth

Gaia...

Jacob left in the dark of night, hopped into his car
Finding street-wise Sandibel , and a volunteer chauffeur
Didn't see no reason to take a third
Gaia still loves all the trees, home to all the birds

Gaia's jigsaw earth is free.
Early in the morning, rise and shine, and the world is callin'.
Gaia's actuality.
Sky, the ground, and a place to roam,
Circus in a bubble, a place called home.

Jacob sat on empty, Sandibel got tied up
The volunteer put on her clothes and pilfered her make-up
Guaranteed to be back for them soon
Gaia makes and takes the rain how ever opportune

Gaia's jigsaw earth is free.
Early in the morning, rise and shine, and the world is callin'.
Gaia's actuality.
Sky, the ground, and a place to roam,
Circus in a bubble, a place called home.

I gathered myself, and rubbed my eyes, and wondered, did she know?
That I put glass and concrete beams as tall as trees can grow.
That I tear down the oldest statues, faces who've grown long
She may have known, may not have cared, continued with her song...

Gaia's jigsaw earth is free.
Early in the morning, rise and shine, and the world is callin'.
Gaia's actuality.
Sky, the ground, and a place to roam,
Circus in a bubble, a place called home.","tabbed by Rich Steele

intro/verse riff

E  9    8     6(h)7 6         6
B   9    9            7 7(h)9   9
G    10   10
D
A
E

then the quick little riff after the lick above is played 8 times.

E       14
B     12
G   11
D 13
A
E

then...

E        14  12 11                 12  10 9        10 8 7   7
B      12         12      14     10         10    8       8   10 7   7
G    11                 13      9                7                 9
D  13                 15      11                9
A
E

E    7 10 7   7              11
B  8        8   10 7        9
G                    9    8
D                       9
A
E

then it's the upward dubby strum on Abm

E   4
B   4
G   4
D   6
A   6
E   4

then...

   Ebm      Db  Abm
E   6           4
B   7       6   4
G   8       6   4
D   8       6   6
A   6       4   6
E               4

quick in between riff

E
B
G  8 10 11 10  6 8
D
A
E

chorus - Ebm > C# > B > Ebm

the ""chase"" section

E
B                11
G  11 10 11 10      13 11 13 11
D              11               11 11 (play this twice)
A
E

E                                        11  13  11    11
B                11         11 13 10 11             12    13  11   11
G  11 10 11 10         10 11                                     12   13  11
D              11    11                                                      11
A
E

E
B                                                                9 10 7 9
G                                                              9
D   7 6 7 6    9 7 6 7 6     (twice)        7 6 7 6   9      10
A           7            7 7                        7      10    
E

(still not 100% sure on the rest of that lick. will work on it and get it up along with the rest of the song very soon)",,"0"
"93","joy","Songs Of Joy","Jon Gutwillig",,,"Apparently this is based on the <A HREF=""/shows/20011205.html"">12/05/01</A> <A HREF=""/songs/splat2.html"">Crickets</A> jam.","0"
"94","judy","Sister Judy's Soul Shack","The Disco Biscuits","On the day that I looked at the sky
Sister Judy said she's giving the ice a try
And I wondered if I was ever going to be the same
 
They call it ice because it freezes your brain
she told me about her mother that it had driven insane
And Sister Judy walked her into town
 
Then I saw something that I had never seen before
A pelican fishin at a quarter to four
And I knew Tragic Beach was a magical place
 
We stayed at Sister Judy's Shack
With so much food with ice to pack
And Sister Judy said these words to me
 
No one knows that you can't always get what you want
And no one knows that you can't always get what you need
And no one knows that you can't always get what you see
And no one knows that its never going to matter to me
 
I said to the pelican pleasure to meet you
He looked to his left and said 'how do you do?'
And the pelican continued with the matter at hand
 
He looked at my friend and said I got an idea
The two of them could take a walk and get us some beer
And you and me can try to catch some dinner
 
My friend took a hike and me and pelly took a seat
and Sister Judy came around the brim of the tree
the pelican said to Judy 'did you have a wonderful day?'
 
We walked in Sister Judy's tracks
within her soul and towards her shack
and Sister Judy sang these words to me
 
No one knows that you can't always get what you want
And no one knows that you can't always get what you need
And no one knows that you can't always get what you see
And no one knows that its never going to matter to me",,"'Sister Judy's Soul Shack' is a reworked version of The Maui Project's 'No Matter'.","0"
"95","kamaole","Kamaole Sands","Marc Brownstein","As light as the clouds, as bright as the sun.
As big as the crowds, and two times the fun.
As dark as the night, as tall as a tree.
As high as a kite, as blue as the sea.

As green as the grass, as fresh as the air. 
As thin as the pass, as free as my care.
As long as the trip, as white as the sand.
As soft as your lips, as pure as the land...

Gonna sink your feet in Kamaole Sands.
Walk across the street, and take me by the hand.
Moving to the beat, that's coming from the band.
Basking in the heat of Kamaole's land.

As cold as the freeze, as deep as the mud.
As mild as a breeze, a flower in bud.
As wet as the rain, you swim like a fish.
As hard as the pain, you get what you wish.

As strong as an ox, as calm as a storm.
As quick as a fox, as strange as the norm.
As cool as a cat, who walks down the way. 
As blind as a bat, who can see in the day.

Gonna sink your feet in Kamaole Sands.
Walk across the street, and take me by the hand.
Moving to the beat, that's coming from the band.
Basking in the heat of Kamaole's land.",,,"0"
"96","king","King of the World","The Disco Biscuits",,"transcribed by Rich Steele

   Bm
E  7
B  7
G  7
D  9
A  9
E  7


E                                         7
B   7(h)8  7                              7
G            9 7  7(h)9 7                 7
D                         9 7  7(h)9      9 
A                                    9 7  9
E                                         7","Also known as 'FLAB SLAB' (Float Like A Butterfly, Sting Like A Bee).  This song was built on the <I>Pygmy Twylyte > I-Man</I> jam from 5/6/99.","0"
"98","koyaanjam","Koyaanisqatsi Jam",,,,,"2"
"99","ladies","And the Ladies Were the Rest of the Night","Marc Brownstein","Come on all the ladies, get down tonight.
Know a little agent who has set her sight.
Come on all the ladies, get down tonight.
Give it up!  Give it up!

It took a few months to infiltrate,
In just one night he bit the bait.
It didn't seem Lai would give it up.
Even when Shelby spiked his cup.

He ran a tight ship and closed his mouth,
Every time the ladies were in the house.
Everything she did was done in vain.
Couldn't get a wire tap in the drain.

Give it up!  Give it up!

Come on all the ladies, get down tonight.
Know a little agent who has set her sight.
Come on all the ladies, get down tonight.
Give it up!  Give it up!

Little Shelby Rose, this is how it goes,
And you know what it takes.
Careful what you say, careful what you do,
Can't afford a mistake.

Come on all the ladies, get down tonight.
Know a little agent who has set her sight.

Little does he know she has him read.
In a couple minutes, they're off to bed.
Takes another name and sculpts her clay,
And not before long she's got her prey.

Come on all the ladies, get down tonight.
Know a little agent who has set her sight.

Give it up!  Give it up!",,,"0"
"100","lai","Little Lai","Marc Brownstein","I was born on the streets of New York City,
where growin' up was easy just the same.
I didn't know what I had,
And I didn't know what I was missing,
'Til I met Little Lai and he showed me the way.

Bert wouldn't tell me anything,
Even when I'd asked him everything.
Baby look inside,
For Little Lai you cannot hide,
And for a couple of days we'll take it all in stride.

Little Lai had a business proposition,
And he knew that I wouldn't say no.
He took me into the glow of the cabana,
And he asked all the ladies to go.
He used a key the kind I'd never seen,
And the box opened up in the light.
Lai assured me that the deal was good,
And that the ladies were the rest of the night.

Bert wouldn't tell me anything,
Even when I'd asked him everything.
Baby look inside,
For Little Lai you cannot hide,
And for a couple of days we'll take it all in stride.

Baby look inside,
For Little Lai you cannot hide,
And for a couple of days we'll take it all in stride.

Little Lai was on a path of self-destruction,
All the fun he had had was just a game.
He didn't know where he was,
And he didn't know where he was going,
Last I saw Little Lai he was boarding the train.

Bert wouldn't tell me anything,
Even when I'd asked him everything.
Baby look inside,
For Little Lai you cannot hide,
And for a couple of days we'll take it all in stride.","tabbed by Eric Zeiler (Moedat@aol.com)

Intro: C F Bb G

C                        F                           Bb         G
I was born on the streets of New York City
C                    F                  Bb             G
growin' up was easy just the sameC                          F
I didn't know what I had         Bb                             G
and I didn't know what I was missing
C                   F                                    Bb          G
'til I met Little Lai and he showed me the way

chorus (a):D      G                     C           F F#
Bert! wouldn't tell me anything
D      G                          C             F F#
even when I'd asked him everythingG             Cbaby look inside,
                   F                    Bb'cause Little Lai you cannot hide
              D                          C                G
and for a couple of days we'll take it all in stride

Verse (same as other):Little Lai had a business proposition
and he knew that I couldn't say nohe took me into the glow of the cabana
and he asked all the ladies to gohe used a key the kind I'd never seen
and the box opened up in the lightLai had shown me that the deal was good
and that the ladies were the rest of the night

[chorus (a) (same as other)]

jam (not sure about this part, have to work on it)

chorus (b):

G             Cbaby look inside,                   F                    Bb
'cause Little Lai you cannot hide
              D                          C                G
and for a couple of days we'll take it all in stride

Little Lai was on a path of self-destruction
all the fun he had had was just a gamehe didn't know where he was
and he didn't know where he was going
as us all, Little Lai, he was born in the train

[chorus (a)][chorus (b)] x3

guitar tab by: nic coker   ohmygord@hotmail.com
this also sounds quite nice acoustic/classical, have fun!

intro:
repeat (x4)
                          barber usually toys around with the end of this lick
e--------------------------------------------
b--3 4 5-------------------------------------
g--------5 5 5-----------3 32-------------
d-----------------3--3 5 3---------5 5-------
a--------------------------------------------
e--------------------------------------------

C                    F                Bb             G
i was born on the streets of new york city
growin' up   was    easy just   the   same
i didnt know what i had     and i   didnt know  what i was missin'
till i met little   lai and he showed me the way

D         G                C             F   F#
  Bert    wouldn't tell me anything
  Even    when i asked him everythang    F   F#

G           C               F             Bb
  Baby look inside,  little lai ya cannot hide
      D                    C              G        Em   REPEAT INTRO x2
for a couple-a-days we'll take it all in stride


C                F                           B                       G
little lai had a business proposition and he knew that i couldnt say no
he took me in to the glow of tha cabana, and he asked all the ladies to go
he used a key, the kind ive never seen and the box opened up in the light
lai had shown me that the deal was good and the ladies for the rest of the night

D         G                C             F   F#
  Bert    wouldn't tell me anything
  Even    when i asked him everythang    F   F#

G           C               F             Bb
  Baby look inside,  little lai ya cannot hide
      D                    C              G           Em       D(on the off beats)
for a couple-a-days we'll take it all in stride  


(ahh yeah here come the goods)
Composed Section

section 1: (x2)
e---------------------------------------------------------------------
b---------------------------------------------------------------------   
g------2 3 5-2 3---------2 3-5 2---------2 3------3 2-----------------    REPEAT     
d--3 5-------------2 3 5-----------2 3 5-----5--------5 3 2-----3-----
a--------------------------------5--------------------------5 4---5--- 
e---------------------------------------------------------------------
section 2: (x2)
e-------------------------------------------------------------->>
b-------------------------------------------------------------->>
g--------------------------2---------------2 3 2-----2--------->>
d--2 2 3 5 3 2 3-----3 3 5---5 3 5 2---5 5-------5 3---5 3 2 2->>
a----------------5--------------------------------------------->>
e-------------------------------------------------------------->>
section 2 continued:
e-------------------------------
b-------------------------------
g-------2 3 2-------------------
d--3 5--------5-3 5 3 2---23---   REPEAT section 2
a-----------------------5-----5-
e-------------------------------
section 3: (x2)
e--------------------------------------------------------------------------------------->>
b--------------------------------------------------------------------------------------->>
g-----------------------------------14--------------------14 15 14-------14------------->>
d--14 14 15 17 15 14 15----15 15 17----17 15 17 14--17 17----------17 15----17 15 14 14->>
a-----------------------17-------------------------------------------------------------->>
e--------------------------------------------------------------------------------------->>
section 3 continued:
e----------------------------------------
b----------------------------------------
g--------14 15 14------------------------
d--15 17----------17 15 17 15 14----15---    REPEAT section 3  
a--------------------------------17----17
e----------------------------------------

THEN REPEAT SECTION 1 x2  end with power D chords on the down beat

then...

G           C               F             Bb
  Baby look inside,  little lai ya cannot hide
      D                    C              G         Em  REPEAT INTRO  x2
for a couple-a-days we'll take it all in stride 

C                    F                Bb                 G
little lai was on a path of self destruction
all the fun he'd    had was just  a  game
he didn't know where he was   and he didn't know where he was goin'
as us all little lai, he was born on the train


D         G                C             F   F#
  Bert    wouldn't tell me anything
  Even    when i asked him everythang    F   F#

G           C               F             Bb
  Baby look inside,  little lai ya cannot hide
      D                    C              G           Em       REPEAT  several times/end on G
for a couple-a-days we'll take it all in stride  ",,"0"
"101","lagrange","La Grange","Z.Z. Top",,,,"1"
"102","latin","Latin Pussy","Sam Altman",,,,"0"
"103","laworder","Law And Order Theme","Mike Post",,,,"1"
"104","lazer","Liquid Lazer","Hayflick",,,"<I>Pat And Dex</I> is made up of three parts: <A HREF=""/songs/pandd.html""><I>Pat And Dex</I></A>, <A HREF=""/songs/onery.html""><I>Onery Funk</I></A>, and <A HREF=""/songs/lazer.html""><I>Liquid Lazer</I></A>.  <I>Pat And Dex</I> on a setlist usually implies all three parts played, unless <I>Liquid Lazer</I> is played soon after (i.e. in the same show, or the next night, ""completing"" the song).","0"
"105","leora","Leora","The Disco Biscuits",,,,"0"
"106","linus","Linus And Lucy","Vince Guiraldi",,,,"1"
"107","littleboy","Little Boy On The Moon","Aron Magner",,,,"0"
"108","littlewing","Little Wing","Jimi Hendrix",,,,"1"
"109","lochness","Loch Ness Monster","Gutwillig, Tom McKee",,,,"0"
"110","lolajam","Run Lola Run Jam",,,,,"2"
"375","magellan","Magellan","Jon Gutwillig","The waves make mountains, I've sailed with ease,
As wind gathers firmly in my canopy.
We dive through the mist to the autumn sun,
My vessel and its crew of twenty one, and we fly.

Through burgundy smoke and a fear of home,
Alas, my final mission to the great unknown.
As my thoughts betray me in flashes so bold,
I'm reminded of home where the coast shines like gold.

darkness, thunderstorm, a ship going down,
the crashing of rain and its deafening sound.
as the crew ties the sails blown aside by the wind,
crashing from the waves come tumbling in and we fly.

Rolling like a cobra, one life to spend,
drifting through the heavens where the oceans they end.
and there's no longer the sea no longer the sun,
my ship and the waves have all swirled into one.

And i'm off past the vision, the line of the light,
Where oceans turn waterfalls, daytime turns night.
And no people return, no stories to tell,
And i watched through the door for the toll of the bell.

And we fly...

One with the raging wind,
Alive on the highest tides,
My ship at sail can climb a mountain,
Ride it to the sky.

Whoa...oh, he'll navigate!

Earlier up this morning, as I sit upon the bow,
In the distance, my homeland, but I just don't know how.
Years along the sea, and I thought I'd find the sun.
Once around the world, and now I think I'm done.","transcribed by Rich Steele


intro--
E      0
B        1      0 1 1
G    2    2    2
D   2         2          0 0
A 0         (sweep      3 2 0
E            down)

(after about 4 of the above, do this)

                            F    Am
E      0  0    0    0       1 1  5 
B     1     1    1    1     1 1  5 (strum 4  
G    2       2    2    2    2 2  5   times)
D   2                       3 3  2
A  0                        3 3  0
E                           1 1  


(main verse riff, which just repeats throughout the verses)

        Am             Am            G     Am
Well the waves makes mountains, life sails with 
E
B        1             10            8     10
G        2              9            7      9 
D        2             10            9     10
A        0            
E

   C               Fmaj7
  ease. as the wind gathers firmly in my canopy.
E                    5
B  8                 5
G  9                 5  (gently
D  10                3   strum) 
A
E

The Magellan ""and we fly..."" chord.

E  0
B  4
G  2
D  3
A  3
E


(at the end of each verse, hit a open E major. after the end of the 2nd
verse, hit the E and go into this next part)

   D  E  G   A                    E A D 
E                                 
B  3  5  3   5 5  5 5 5 5  5 5 5  5 5 3
G  2  4  4   6 6  6 6 6 6  6 6 6  4 6 2
D  4  6  5   7 7  7 7 7 7  7 7 7  6 7 4
A            7 7  7 7 7 7  7 7 7
E 

   G                    D  G  E               
E  
B  3 3  3 3 3 3  3 3 3  3  3  5
G  4 4  4 4 4 4  4 4 4  2  4  4
D  5 5  5 5 5 5  5 5 5  4  5  6
A  5 5  5 5 5 5  5 5 5 
E    

E
B 7 7  5  5 5 5  3  3 3 3 3  3~  3 3
G 6 6  6  6 6 6  5  5 5 5 5  4~  4 4
D 7 7  6  6 6 6  5  5 5 5 5  5~  5 5
A
E

(repeat)

(Then, go back and play the beginning intro riff 3 times, then go into
this next part)


   Am              F#m            Am
E     0            2                  0
B       1   0 1 3   2  2     2 2        1
G   2    2  2        2  2   2        2    2
D  2                     4  4       2
A 0                                0
E
         F#m          G
E        2                3       3
B 0 1 3   2  2    2 2    3  3   3  3   3
G 2        2  2  2      4    4  4   4 4
D              4 4     5        5
A   
E

   F#m             G
E     2    2            3      3
B    2 2  2  2   2     3  3   3  3   3
G   2   2 2   2 2     4    4  4   4 4
D  4      4          5        5   
A
E

   F#m      F         
E        2         1
B      2         1
G    2         2
D  4         3
A
E

(then you do these like vamp/arpeggio sort of things on a open E and a F
on the 1st fret in this order: E > F > E > F)

(then comes the last part of this section)

  C                       Bm    Bb     Asus2
E       0                     2     3
B         1    1 1    0 1    3     3       0
G     0     0  0  0   0 0   4     3       2    
D   2          2   2  2 2  4     1       2
A 3                                     0
E 

(then, gently strum that Asus2 chord a few times, then do this)
  F         Am
E 1 1 1 1   5 5 5 5 
B 1 1 1 1   5 5 5 5 
G 2 2 2 2   5 5 5 5 
D 3 3 3 3   2 2 2 2 
A 3 3 3 3   0 0 0 0
E 1 1 1 1    

(then play that same chord progression that goes with the verses, but
faster and with more authority)

(after that part os finished, hit a open E major and the main E riff
below is played 4 times. There is no set amount of beats for when you
play the riff. Its freetime I suppose...)                 

main E riff--
E    4 7 4
B   5     5 5  4 5 7     9 (play some sort 
G  4          4          9  of E chord or note)
D                        9 
A
E


Then, after the above riff was played 4 times, go right in this next
part, which is the riff from above, but with more notes added to it.

(sec. 1)
E   4 7 4
B  5      5 5  4 5 7 7 7(p)5 7 7(sl)8 10(p)8
G 4          4
D
A
E

E
B 10(p)8 8  7 8(p)7 4~~
G
D
A
E

(sec. 2)
E     7~ 9 9 9(p)7   7 9(sl)10 10(p)8(p)7 
B 7 9            9
G
D
A
E

E 7(8)-(trills) 8~~ 10(p)8 10(p)8 8~~ 7 8(p)7
B                                             9~
G
D
A
E

(Sec. 3)
E      16 19 16
B    17         17 17  16 17 19
G  16                16 
D
A
E

E
B 19(p)17 17 17 19 19(s)20 22(p)20 22(p)20 20
G
D
A
E

E
B  19 20(p)19  16~~ 
G
D
A
E

(final chorus) 
 play a D > E > G and then go into......


One with the raging winds, alive on the highest tide

   A                       Ao
E
B  5                        5
G  6                        4
D  7                        7
A  7                        7
E  

My ship at sail, could climb a mountain.
  
   D
E
B  7
G  7
D  7
A  5
E  
  
Ride it to the sky..

   D  E  G  A
E
B  3  5  3  5
G  2  4  4  6
D  4  6  5  7
A        5  7
E

Slow ending riff

E                                      0 
B       2 2         0                0   0
G     2           2   2            0       0         0 2 2
D   2           2       2        2           2     2
A 0           0            2   4                 4
E                             5                 5
",,"0"
"218","mountainking","In the Hall of the Mountain King","Grieg",,,,"1"
"112","magellanr","Magellan Reprise","Jon Gutwillig",,,,"0"
"113","magpie","The Thieving Magpie","Rossini",,,,"1"
"115","marvelous","Marvelous",,,,,"0"
"116","marylamb","Mary Had A Little Lamb","Buddy Guy",,,,"1"
"117","maze","Maze","Phish",,,,"1"
"118","memphis","M.E.M.P.H.I.S.","Marc Brownstein","Well I just took a left on 57 South.
With a stogie in my hand and a lighter in my mouth.
There's a transient in the backseat and my dog is riding 'gun.
We're making easy money and we're always on the run.

When you're pimping ho's in style, there's just one place to be.
It's nestled in the corner of southwestern Tennessee.
My dog who knew the King he told me just the other day.
The only one from Memphis is the Presley's Adelay.

Making Easy Money Pimping Hos In Style.
The only one from Memphis is at Graceland.
Making Easy Money Pimping Hos In Style.
It's good to have you in the band.

Adelay is in the backseat and the money's in the tank.
The cops are right behind us on a beeline from the bank.
With the pedal to the floor we pass the border and we're free.
And fading in the rearview is Memphis, Tennessee.

Making Easy Money Pimping Hos In Style.
The only one from Memphis is at Graceland.
Making Easy Money Pimping Hos In Style.
It's good to have you in the band.","Transcribed by Rich Steele
~~Memphis

(intro/main riff)

E 
B     3
G 1 1 1  0(h)1 1 1
D 2 2 2  2     2 2 
A 2 2 2  2     2 2
E 0 0 0  0     0 0

The chords for the verses go like this:
( main riff )                      
Well I just took a left on 57 south.  
   (play riff below after the end of each line of the verse)            

                      (D) (C#) (D,C#)
                   E- 
                   B- 3 3  2 2  3 2
                   G- 2 2  1 1  2 1 
                   D- 4 4  3 3  4 3  
                   A-
                   E-

B                       A
Makin easy money pimpin ho's in style.

This is a easy song. figure out the rest. Its all the same chord 
progressions. :)

Another riff later in the song:

E
B
G
D 2                      5    2 2
A 2        5       5(h)7   7  2 2        5
E 0  5(h)7   5(h)7            0 0  5(h)7 

E
B
G
D
A       5           (repeat)
E 5(h)7   7 3~   



",,"0"
"119","michelle","My Michelle","Guns n' Roses",,,,"1"
"120","mikes","Mike's Song","Phish",,,,"1"
"121","mmhop","Misty Mountain Hop","Led Zeppelin",,,,"1"
